"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 14:47:11 GMT 2024","Wed Sep 04 14:47:13 GMT 2024","2084","test_ui","test_ui_page","TestLoginPage","","","test_positive_login",""
"skipped","Wed Sep 04 14:46:58 GMT 2024","Wed Sep 04 14:46:58 GMT 2024","156","test_api","DELETE","TestApi","","","test_delete_resource_by_id_10_and_check_it",""
"passed","Wed Sep 04 14:46:56 GMT 2024","Wed Sep 04 14:46:56 GMT 2024","67","test_api","GET","TestApi","","","test_posts_keys",""
"passed","Wed Sep 04 14:46:58 GMT 2024","Wed Sep 04 14:46:58 GMT 2024","261","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1000_and_check_it",""
"failed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","128","test_api","PUT","TestApi","","","test_updating_resource_by_id_99",""
"passed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","122","test_api","POST","TestApi","","","test_post_creating_resource",""
"skipped","Wed Sep 04 14:46:58 GMT 2024","Wed Sep 04 14:46:58 GMT 2024","134","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1_and_check_it",""
"failed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:58 GMT 2024","153","test_api","PUT","TestApi","","","test_updating_resource_by_id_-1",""
"passed","Wed Sep 04 14:46:56 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","62","test_api","GET","TestApi","","","test_posts_by_id",""
"passed","Wed Sep 04 14:47:13 GMT 2024","Wed Sep 04 14:47:13 GMT 2024","298","test_ui","test_ui_page","TestLoginPage","","","test_negative_login",""
"passed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","118","test_api","PUT","TestApi","","","test_updating_resource_by_id_1",""
"passed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","154","test_api","PUT","TestApi","","","test_updating_resource_by_id_10",""
"skipped","Wed Sep 04 14:46:58 GMT 2024","Wed Sep 04 14:46:58 GMT 2024","253","test_api","DELETE","TestApi","","","test_delete_resource_by_id_100_and_check_it",""
"skipped","Wed Sep 04 14:46:58 GMT 2024","Wed Sep 04 14:46:59 GMT 2024","223","test_api","DELETE","TestApi","","","test_delete_resource_by_id_99_and_check_it",""
"passed","Wed Sep 04 14:46:59 GMT 2024","Wed Sep 04 14:46:59 GMT 2024","244","test_api","DELETE","TestApi","","","test_delete_resource_by_id_-1_and_check_it",""
"passed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","116","test_api","PUT","TestApi","","","test_updating_resource_by_id_100",""
"passed","Wed Sep 04 14:47:14 GMT 2024","Wed Sep 04 14:47:20 GMT 2024","5696","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_1",""
"passed","Wed Sep 04 14:47:20 GMT 2024","Wed Sep 04 14:47:25 GMT 2024","5429","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_2",""
"failed","Wed Sep 04 14:46:57 GMT 2024","Wed Sep 04 14:46:57 GMT 2024","140","test_api","PUT","TestApi","","","test_updating_resource_by_id_1000",""
