"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 16:34:13 GMT 2024","Wed Sep 04 16:34:14 GMT 2024","154","test_api","PUT","TestApi","","","test_updating_resource_by_id_10",""
"passed","Wed Sep 04 16:34:14 GMT 2024","Wed Sep 04 16:34:14 GMT 2024","117","test_api","PUT","TestApi","","","test_updating_resource_by_id_100",""
"passed","Wed Sep 04 16:34:15 GMT 2024","Wed Sep 04 16:34:15 GMT 2024","239","test_api","DELETE","TestApi","","","test_delete_resource_by_id_-1_and_check_it",""
"skipped","Wed Sep 04 16:34:15 GMT 2024","Wed Sep 04 16:34:15 GMT 2024","162","test_api","DELETE","TestApi","","","test_delete_resource_by_id_99_and_check_it",""
"broken","Wed Sep 04 16:34:15 GMT 2024","Wed Sep 04 16:34:15 GMT 2024","0","test_ui","test_ui_page","TestLoginPage","","","test_positive_login",""
"passed","Wed Sep 04 16:40:20 GMT 2024","Wed Sep 04 16:40:29 GMT 2024","8875","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_1",""
"broken","Wed Sep 04 16:40:19 GMT 2024","Wed Sep 04 16:40:19 GMT 2024","0","test_ui","test_ui_page","TestLoginPage","","","test_negative_login",""
"skipped","Wed Sep 04 16:34:15 GMT 2024","Wed Sep 04 16:34:15 GMT 2024","149","test_api","DELETE","TestApi","","","test_delete_resource_by_id_100_and_check_it",""
"failed","Wed Sep 04 16:34:14 GMT 2024","Wed Sep 04 16:34:14 GMT 2024","181","test_api","PUT","TestApi","","","test_updating_resource_by_id_-1",""
"skipped","Wed Sep 04 16:34:14 GMT 2024","Wed Sep 04 16:34:14 GMT 2024","140","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1_and_check_it",""
"passed","Wed Sep 04 16:34:13 GMT 2024","Wed Sep 04 16:34:13 GMT 2024","66","test_api","GET","TestApi","","","test_posts_keys",""
"passed","Wed Sep 04 16:34:13 GMT 2024","Wed Sep 04 16:34:13 GMT 2024","122","test_api","PUT","TestApi","","","test_updating_resource_by_id_1",""
"passed","Wed Sep 04 16:34:13 GMT 2024","Wed Sep 04 16:34:13 GMT 2024","117","test_api","POST","TestApi","","","test_post_creating_resource",""
"failed","Wed Sep 04 16:34:14 GMT 2024","Wed Sep 04 16:34:14 GMT 2024","159","test_api","PUT","TestApi","","","test_updating_resource_by_id_1000",""
"failed","Wed Sep 04 16:34:14 GMT 2024","Wed Sep 04 16:34:14 GMT 2024","175","test_api","PUT","TestApi","","","test_updating_resource_by_id_99",""
"passed","Wed Sep 04 16:34:13 GMT 2024","Wed Sep 04 16:34:13 GMT 2024","24","test_api","GET","TestApi","","","test_posts_by_id",""
"passed","Wed Sep 04 16:34:15 GMT 2024","Wed Sep 04 16:34:15 GMT 2024","187","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1000_and_check_it",""
"skipped","Wed Sep 04 16:34:14 GMT 2024","Wed Sep 04 16:34:15 GMT 2024","136","test_api","DELETE","TestApi","","","test_delete_resource_by_id_10_and_check_it",""
