"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 04 16:42:42 GMT 2024","Wed Sep 04 16:42:43 GMT 2024","334","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1000_and_check_it",""
"passed","Wed Sep 04 16:42:40 GMT 2024","Wed Sep 04 16:42:40 GMT 2024","226","test_api","PUT","TestApi","","","test_updating_resource_by_id_1",""
"passed","Wed Sep 04 16:42:40 GMT 2024","Wed Sep 04 16:42:40 GMT 2024","28","test_api","GET","TestApi","","","test_posts_keys",""
"passed","Wed Sep 04 16:42:40 GMT 2024","Wed Sep 04 16:42:40 GMT 2024","89","test_api","POST","TestApi","","","test_post_creating_resource",""
"skipped","Wed Sep 04 16:42:42 GMT 2024","Wed Sep 04 16:42:42 GMT 2024","273","test_api","DELETE","TestApi","","","test_delete_resource_by_id_10_and_check_it",""
"failed","Wed Sep 04 16:42:41 GMT 2024","Wed Sep 04 16:42:41 GMT 2024","241","test_api","PUT","TestApi","","","test_updating_resource_by_id_1000",""
"passed","Wed Sep 04 16:43:25 GMT 2024","Wed Sep 04 16:43:31 GMT 2024","5531","test_ui","test_ui_page","TestLoginPage","","","test_positive_login",""
"passed","Wed Sep 04 16:42:40 GMT 2024","Wed Sep 04 16:42:40 GMT 2024","34","test_api","GET","TestApi","","","test_posts_by_id",""
"skipped","Wed Sep 04 16:42:43 GMT 2024","Wed Sep 04 16:42:43 GMT 2024","276","test_api","DELETE","TestApi","","","test_delete_resource_by_id_99_and_check_it",""
"passed","Wed Sep 04 16:43:32 GMT 2024","Wed Sep 04 16:43:38 GMT 2024","6482","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_1",""
"passed","Wed Sep 04 16:43:38 GMT 2024","Wed Sep 04 16:43:44 GMT 2024","5515","test_ui","test_ui_page","TestDynamicPage","","","test_dynamic_page_example_2",""
"failed","Wed Sep 04 16:42:41 GMT 2024","Wed Sep 04 16:42:41 GMT 2024","249","test_api","PUT","TestApi","","","test_updating_resource_by_id_99",""
"passed","Wed Sep 04 16:42:40 GMT 2024","Wed Sep 04 16:42:40 GMT 2024","230","test_api","PUT","TestApi","","","test_updating_resource_by_id_10",""
"skipped","Wed Sep 04 16:42:42 GMT 2024","Wed Sep 04 16:42:42 GMT 2024","286","test_api","DELETE","TestApi","","","test_delete_resource_by_id_100_and_check_it",""
"passed","Wed Sep 04 16:42:43 GMT 2024","Wed Sep 04 16:42:43 GMT 2024","189","test_api","DELETE","TestApi","","","test_delete_resource_by_id_-1_and_check_it",""
"skipped","Wed Sep 04 16:42:41 GMT 2024","Wed Sep 04 16:42:42 GMT 2024","262","test_api","DELETE","TestApi","","","test_delete_resource_by_id_1_and_check_it",""
"passed","Wed Sep 04 16:42:40 GMT 2024","Wed Sep 04 16:42:41 GMT 2024","263","test_api","PUT","TestApi","","","test_updating_resource_by_id_100",""
"failed","Wed Sep 04 16:42:41 GMT 2024","Wed Sep 04 16:42:41 GMT 2024","246","test_api","PUT","TestApi","","","test_updating_resource_by_id_-1",""
"passed","Wed Sep 04 16:43:31 GMT 2024","Wed Sep 04 16:43:31 GMT 2024","546","test_ui","test_ui_page","TestLoginPage","","","test_negative_login",""
